INDEX_NO,REGION_NO,PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,LAT_DEG,LAT_MIN,LAT_HEMI,LONG_DEG,LONG_MIN,LONG_HEMI,SHIP_CLASS,IMO,E_CO2_kg,E_SOx_kg,E_NOx_kg,E_PM_kg,E_CH4_kg,E_CO_kg,E_N2O_kg,E_BC_kg,E_NMVOC_kg,E_PM10_kg,E_PM2.5_kg,DURATION,PDemand_kW,FuelConsumption_tonnes,
12500,12470,CAMETA,BR,-2.25,-49.5,2,15,S,49,30,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12510,12470,SANTAREM,BR,-2.416666667,-54.71666667,2,25,S,54,43,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12540,12470,ITACOATIARA,BR,-3.15,-58.45,3,9,S,58,27,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12560,12470,MANAUS,BR,-3.133333333,-60.01666667,3,8,S,60,1,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12600,12575,TUTOIA,BR,-2.783333333,-42.28333333,2,47,S,42,17,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12630,12575,CAMOCIM,BR,-2.9,-40.83333333,2,54,S,40,50,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12710,12700,CABEDELO,BR,-6.966666667,-34.83333333,6,58,S,34,50,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12730,12700,RECIFE,BR,-8.05,-34.86666667,8,3,S,34,52,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12750,12700,PORTO DE MACEIO,BR,-9.666666667,-35.73333333,9,40,S,35,44,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12772,12700,ARATU,BR,-12.78333333,-38.5,12,47,S,38,30,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12775,12700,MADRE DE DEUS,BR,-12.75,-38.61666667,12,45,S,38,37,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12810,12700,PORT OF ILHEUS,BR,-14.78333333,-39.01666667,14,47,S,39,1,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12890,12700,MACAE,BR,-22.36666667,-41.76666667,22,22,S,41,46,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12910,12700,PORTO DO FORNO,BR,-22.96666667,-42.01666667,22,58,S,42,1,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12940,12700,ANGRA DOS REIS,BR,-23.01666667,-44.31666667,23,1,S,44,19,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12960,12700,SAO SEBASTIAO,BR,-23.8,-45.4,23,48,S,45,24,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12970,12700,SANTOS,BR,-23.95,-46.3,23,57,S,46,18,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12420,12395,MOENGO,SR,5.633333333,-54.41666667,5,38,N,54,25,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11960,11950,MARACAIBO,VE,10.63333333,-71.6,10,38,N,71,36,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3540,3400,PORT CLINTON,US,41.51666667,-82.93333333,41,31,N,82,56,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3550,3400,PUT IN BAY,US,41.65,-82.81666667,41,39,N,82,49,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3560,3400,TOLEDO,US,41.7,-83.46666667,41,42,N,83,28,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3570,3400,MONROE,US,41.88333333,-83.33333333,41,53,N,83,20,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3580,3400,TRENTON,US,42.13333333,-83.16666667,42,8,N,83,10,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3590,3400,WYANDOTTE,US,42.2,-83.15,42,12,N,83,9,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3610,3400,ROUGE RIVER,US,42.28333333,-83.11666667,42,17,N,83,7,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3620,3400,DETROIT,US,42.33333333,-83.03333333,42,20,N,83,2,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45330,45200,MINA TARABULUS (TRIPOLI),LY,32.9,13.18333333,32,54,N,13,11,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45335,45200,AZ ZAWIYA,LY,32.8,12.71666667,32,48,N,12,43,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45340,45200,MARSA SABRATAH,LY,32.81666667,12.5,32,49,N,12,30,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45370,45360,HOUMT SOUK,TN,33.88333333,10.85,33,53,N,10,51,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45375,45360,GABES,TN,33.9,10.11666667,33,54,N,10,7,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45380,45360,SKHIRA,TN,34.28333333,10.1,34,17,N,10,6,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44820,44360,ANTALYA,TR,36.83333333,30.61666667,36,50,N,30,37,E,0,0,895360,935,915,1344,1197,1040,550,1531,1292,638,1755,0,0,0,0
44825,44360,ALANYA,TR,36.53333333,32,36,32,N,32,0,E,0,0,340902,1871,628,1524,1066,1953,1238,1822,1484,1715,1194,0,0,0,0
44850,44360,TASUCU,TR,36.31666667,33.88333333,36,19,N,33,53,E,0,0,467022,1939,588,1233,1915,1166,947,935,817,1081,762,0,0,0,0
44340,44275,POTI,GE,42.15,41.58333333,42,9,N,41,35,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44350,44275,BATUMI,GE,41.65,41.65,41,39,N,41,39,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44370,44360,HOPA,TR,41.41666667,41.4,41,25,N,41,24,E,0,0,275210,1519,617,565,881,1921,523,1830,1594,955,1316,0,0,0,0
44380,44360,RIZE,TR,41.06666667,40.51666667,41,4,N,40,31,E,0,0,57832,848,618,983,1950,1925,623,1454,844,1392,1642,0,0,0,0
44390,44360,TRABZON,TR,41.01666667,39.76666667,41,1,N,39,46,E,0,0,797716,602,713,741,1940,846,1439,1439,1378,644,725,0,0,0,0
44410,44360,GIRESUN,TR,40.93333333,38.4,40,56,N,38,24,E,0,0,498218,1268,701,1226,1469,1440,1170,979,580,502,1379,0,0,0,0
44420,44360,ORDU,TR,41,37.88333333,41,0,N,37,53,E,0,0,645995,829,1726,1796,857,684,1613,1800,1133,607,768,0,0,0,0
44450,44360,SAMSUN,TR,41.3,36.35,41,18,N,36,21,E,0,0,242302,853,1486,1617,1491,1051,560,677,1172,1433,1157,0,0,0,0
44460,44360,SINOP,TR,42.05,35.16666667,42,3,N,35,10,E,0,0,330063,1491,1198,1051,1407,1409,1447,574,1582,1463,1602,0,0,0,0
44480,44360,INEBOLU,TR,41.98333333,33.76666667,41,59,N,33,46,E,0,0,677918,1275,1225,1504,586,1553,1740,924,1331,815,1730,0,0,0,0
44490,44360,ZONGULDAK,TR,41.46666667,31.81666667,41,28,N,31,49,E,0,0,870806,634,1762,849,1354,1122,1036,1521,953,1917,1155,0,0,0,0
44500,44360,EREGLI,TR,41.3,31.45,41,18,N,31,27,E,0,0,707073,588,1008,1823,635,801,1812,1091,887,622,770,0,0,0,0
44540,44360,HAYDARPASA,TR,41,29.01666667,41,0,N,29,1,E,0,0,370859,1991,1496,930,767,1800,985,1283,980,1707,1166,0,0,0,0
44605,44360,KABA BURNU,TR,40.76666667,29.53333333,40,46,N,29,32,E,0,0,280470,1528,562,1851,868,1616,1426,689,1298,832,1665,0,0,0,0
44610,44360,DERINCE BURNU,TR,40.75,29.81666667,40,45,N,29,49,E,0,0,619160,1790,885,1229,926,1918,1162,634,1788,1833,1392,0,0,0,0
44620,44360,IZMIT,TR,40.76666667,29.91666667,40,46,N,29,55,E,0,0,93891,811,680,1124,1804,1453,1263,1264,807,758,1259,0,0,0,0
44625,44360,GOLCUK BURNU,TR,40.73333333,29.81666667,40,44,N,29,49,E,0,0,129974,1646,906,1273,1551,1173,805,1443,1272,1264,1022,0,0,0,0
44640,44360,MUDANYA,TR,40.38333333,28.88333333,40,23,N,28,53,E,0,0,76326,1535,1768,1314,784,685,1434,1090,1393,1338,1568,0,0,0,0
44650,44360,BANDIRMA,TR,40.35,27.96666667,40,21,N,27,58,E,0,0,766817,842,694,910,1046,814,1913,1135,689,1255,1346,0,0,0,0
44660,44360,ERDEK,TR,40.38333333,27.8,40,23,N,27,48,E,0,0,62456,1739,825,581,540,1878,1274,1127,641,1058,700,0,0,0,0
44670,44360,KARABIGA,TR,40.4,27.31666667,40,24,N,27,19,E,0,0,172588,523,1157,1892,1724,1989,1553,1287,1153,569,1990,0,0,0,0
44690,44360,CANAKKALE,TR,40.15,26.4,40,9,N,26,24,E,0,0,310960,568,1515,1936,839,990,1575,1584,1808,1055,941,0,0,0,0
44730,44360,AYVALIK,TR,39.31666667,26.7,39,19,N,26,42,E,0,0,219832,1909,1195,1124,1836,1831,1543,1120,1060,1110,627,0,0,0,0
44750,44360,IZMIR,TR,38.43333333,27.13333333,38,26,N,27,8,E,0,0,105782,1483,1285,1168,1290,1553,911,1571,1381,1594,787,0,0,0,0
57610,57510,VINH CAM RANH,VN,11.88333333,109.1666667,11,53,N,109,10,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57620,57510,NHA TRANG,VN,12.25,109.2333333,12,15,N,109,14,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57640,57510,QUI NHON,VN,13.76666667,109.2333333,13,46,N,109,14,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57650,57510,DA NANG,VN,16.1,108.2166667,16,6,N,108,13,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57680,57510,HAI PHONG,VN,20.91666667,106.6833333,20,55,N,106,41,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57700,57510,HON GAI,VN,20.95,107.0666667,20,57,N,107,4,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57070,56940,YANDINA,SB,-9.083333333,159.2166667,9,5,S,159,13,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56323,56050,TERN ISLAND,US,23.86666667,-166.2833333,23,52,N,166,17,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56325,56324,JOHNSTON ATOLL,XU,16.75,-169.5166667,16,45,N,169,31,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56328,56327,MIDWAY ISLAND,QM,28.18333333,-177.3666667,28,11,N,177,22,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49555,49310,HALDIA PORT,IN,22.01666667,88.08333333,22,1,N,88,5,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49560,49310,CALCUTTA,IN,22.55,88.33333333,22,33,N,88,20,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49580,49570,MONGLA,BD,22.46666667,89.6,22,28,N,89,36,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49590,49570,CHITTAGONG,BD,22.31666667,91.81666667,22,19,N,91,49,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49620,49610,SITTWE,MM,20.13333333,92.9,20,8,N,92,54,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49640,49610,BASSEIN,MM,16.78333333,94.73333333,16,47,N,94,44,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49650,49610,RANGOON,MM,16.76666667,96.16666667,16,46,N,96,10,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49660,49610,MOULMEIN HARBOR,MM,16.48333333,97.61666667,16,29,N,97,37,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49690,49610,MERGUI,MM,12.43333333,98.6,12,26,N,98,36,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49720,49710,PORT BLAIR,IN,11.68333333,92.75,11,41,N,92,45,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49770,49760,PHUKET,TH,7.833333333,98.4,7,50,N,98,24,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49780,49760,KRABI,TH,8.066666667,98.91666667,8,4,N,98,55,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49790,49760,KANTANG HARBOR,TH,7.4,99.51666667,7,24,N,99,31,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49930,49820,PORT KLANG,MY,3,101.4,3,0,N,101,24,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49960,49820,PORT DICKSON,MY,2.533333333,101.7833333,2,32,N,101,47,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37170,36450,AMBES,FR,45.01666667,-0.5333333333,45,1,N,0,32,W,0,0,350794,1713,704,764,942,1574,1457,1699,1507,1250,1545,0,0,0,0
35415,35220,TEIGNMOUTH HARBOUR,GB,50.55,-3.5,50,33,N,3,30,W,0,0,208200,973,1683,511,1130,770,741,1825,799,792,1767,0,0,0,0
35440,35220,BRIDPORT HARBOUR,GB,50.71666667,-2.766666667,50,43,N,2,46,W,0,0,791533,791,1286,1814,1239,843,539,791,948,1651,917,0,0,0,0
35480,35220,POOLE HARBOUR,GB,50.68333333,-1.95,50,41,N,1,57,W,0,0,271777,857,1403,1740,1916,1056,994,1928,1271,780,753,0,0,0,0
35580,35220,SOUTHAMPTON,GB,50.9,-1.4,50,54,N,1,24,W,0,0,559749,681,1278,1150,1347,626,1812,1251,1525,1725,1155,0,0,0,0
35630,35220,SHOREHAM HARBOUR,GB,50.81666667,-0.25,50,49,N,0,15,W,0,0,671128,1695,1472,542,1516,1464,1096,1431,567,1923,1483,0,0,0,0
35730,35720,DUNKERQUE PORT EST,FR,51.05,2.383333333,51,3,N,2,23,E,0,0,432934,1961,1464,540,1535,1453,1520,730,1691,1115,1352,0,0,0,0
5620,5555,SHIPPEGAN,CA,47.75,-64.7,47,45,N,64,42,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5740,5705,GEORGETOWN,CA,46.18333333,-62.53333333,46,11,N,62,32,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5770,5705,SUMMERSIDE,CA,46.4,-63.78333333,46,24,N,63,47,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5800,5775,PICTOU,CA,45.66666667,-62.71666667,45,40,N,62,43,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5870,5860,PORT HAWKESBURY,CA,45.61666667,-61.36666667,45,37,N,61,22,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5880,5860,PORT HASTINGS,CA,45.65,-61.4,45,39,N,61,24,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5960,5860,WHYCOCOMAGH,CA,45.96666667,-61.13333333,45,58,N,61,8,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5970,5860,GRAND NARROWS,CA,45.95,-60.78333333,45,57,N,60,47,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5980,5860,LITTLE BRAS D OR,CA,46.25,-60.3,46,15,N,60,18,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5990,5860,NORTH SYDNEY,CA,46.21666667,-60.25,46,13,N,60,15,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5430,5230,CORNUCOPIA,US,46.86666667,-91.1,46,52,N,91,6,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930,4570,STURGEON BAY,US,44.83333333,-87.38333333,44,50,N,87,23,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4940,4570,GREEN BAY,US,44.51666667,-88.01666667,44,31,N,88,1,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4950,4570,DEPERE,US,44.45,-88.06666667,44,27,N,88,4,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4960,4570,KAUKAUNA,US,44.28333333,-88.26666667,44,17,N,88,16,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5010,4570,OCONTO,US,44.9,-87.83333333,44,54,N,87,50,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5020,4570,MARINETTE,US,45.08333333,-87.6,45,5,N,87,36,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5030,4570,MENOMINEE,US,45.1,-87.6,45,6,N,87,36,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5050,4570,ESCANABA,US,45.76666667,-87.05,45,46,N,87,3,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5060,4570,GLADSTONE,US,45.85,-87.01666667,45,51,N,87,1,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5070,4570,NAHMA,US,45.83333333,-86.66666667,45,50,N,86,40,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100,4570,MANISTIQUE,US,45.95,-86.25,45,57,N,86,15,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110,4570,PORT INLAND,US,45.96666667,-85.86666667,45,58,N,85,52,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5130,5120,GOULAIS BAY,CA,46.73333333,-84.5,46,44,N,84,30,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5140,5120,BATCHAWANA BAY,CA,46.91666667,-84.6,46,55,N,84,36,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47987,47950,EAST ZEIT TERMINAL,EG,27.85,33.6,27,51,N,33,36,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47988,47950,SHARM EL SHEIKH,EG,27.85,34.28333333,27,51,N,34,17,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47982,47950,EL TUR HARBOR,EG,28.23333333,33.61666667,28,14,N,33,37,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47960,47950,NUWEIBA EL MUZEIMA,EG,28.96666667,34.65,28,58,N,34,39,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48104,48100,SHARMAH,SA,27.93333333,35.25,27,56,N,35,15,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48106,48100,DUBA,SA,27.56666667,35.53333333,27,34,N,35,32,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48108,48100,DUBA BULK PLANT TANKER TERMINAL,SA,27.31666667,35.9,27,19,N,35,54,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48030,47950,NORTH AIN SUKHNA PORT,EG,29.65,32.36666667,29,39,N,32,22,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59475,57960,GINGOOG,PH,8.833333333,125.1,8,50,N,125,6,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25760,24975,IGGESUND,SE,61.65,17.08333333,61,39,N,17,5,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58795,57960,ISABEL,PH,10.91666667,124.4333333,10,55,N,124,26,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25780,24975,HUDIKSVALL,SE,61.73333333,17.11666667,61,44,N,17,7,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59343,57960,MASAO,PH,9,125.4166667,9,0,N,125,25,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25800,24975,STOCKA,SE,61.9,17.35,61,54,N,17,21,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58695,57960,TANAUAN,PH,11.1,125.0166667,11,6,N,125,1,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60981,60840,SHAKHTERSK,RU,49.16666667,142.0666667,49,10,N,142,4,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44162,44030,KAVKAZ OIL TERMINAL,RU,45.33333333,36.65,45,20,N,36,39,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60582,60530,ZARUBINO,RU,42.63333333,131.0833333,42,38,N,131,5,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60870,60840,VITAZ MARINE TERMINAL,RU,52.7,143.55,52,42,N,143,33,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25900,24975,STOCKVIK,SE,62.33333333,17.38333333,62,20,N,17,23,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25910,24975,SUNDSVALL,SE,62.38333333,17.35,62,23,N,17,21,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26140,24975,VIVSTAVARV,SE,62.48333333,17.35,62,29,N,17,21,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26180,24975,SORAKER,SE,62.5,17.5,62,30,N,17,30,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26240,24975,HARNOSAND,SE,62.63333333,17.93333333,62,38,N,17,56,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26280,24975,ULVVIK,SE,62.66666667,17.86666667,62,40,N,17,52,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26290,24975,UTANSJO,SE,62.76666667,17.93333333,62,46,N,17,56,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26310,24975,GUSTAVSVIK,SE,62.83333333,17.88333333,62,50,N,17,53,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26340,24975,LUNDE,SE,62.88333333,17.88333333,62,53,N,17,53,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26380,24975,KRAMFORS,SE,62.93333333,17.8,62,56,N,17,48,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25570,24975,KARSKAR,SE,60.68333333,17.26666667,60,41,N,17,16,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26420,24975,VAJA,SE,62.98333333,17.71666667,62,59,N,17,43,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26430,24975,BOLLSTABRUK,SE,63,17.7,63,0,N,17,42,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24790,24735,DEGERHAMN,SE,56.35,16.41666667,56,21,N,16,25,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24810,24806,RONEHAMN,SE,57.11666667,18.5,57,7,N,18,30,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24840,24806,SLITE,SE,57.7,18.81666667,57,42,N,18,49,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24900,24806,FAROSUND,SE,57.91666667,19.05,57,55,N,19,3,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24940,24806,STORUGNS,SE,57.83333333,18.8,57,50,N,18,48,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24950,24806,VISBY,SE,57.63333333,18.28333333,57,38,N,18,17,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24960,24806,KLINTEHAMN,SE,57.38333333,18.2,57,23,N,18,12,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25050,24975,VERKEBACK,SE,57.73333333,16.53333333,57,44,N,16,32,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25060,24975,VASTERVIK,SE,57.76666667,16.65,57,46,N,16,39,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25190,24975,NORRKOPING,SE,58.58333333,16.2,58,35,N,16,12,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25280,24975,OXELOSUND,SE,58.66666667,17.11666667,58,40,N,17,7,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25290,24975,NYKOPING,SE,58.75,17.01666667,58,45,N,17,1,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25320,24975,SODERTALJE,SE,59.18333333,17.65,59,11,N,17,39,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25330,24975,NYNASHAMN,SE,58.9,17.96666667,58,54,N,17,58,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11980,11950,SAN LORENZO,VE,9.783333333,-71.06666667,9,47,N,71,4,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12032,11950,PUNTA DE PALMAS,VE,10.78333333,-71.58333333,10,47,N,71,35,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12034,11950,BAJO GRANDE,VE,10.51666667,-71.63333333,10,31,N,71,38,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12050,11950,PUNTA CARDON,VE,11.63333333,-70.23333333,11,38,N,70,14,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56330,56329,WAKE ISLAND,QW,19.28333333,166.6166667,19,17,N,166,37,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56400,56340,MAJURO ATOLL,MH,7.083333333,171.3833333,7,5,N,171,23,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56450,56430,TARAWA ATOLL,KI,1.333333333,172.9333333,1,20,N,172,56,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56500,56495,NAURU,NR,-0.5333333333,166.9166667,0,32,S,166,55,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56520,56515,SAIPAN,MP,15.2,145.6833333,15,12,N,145,41,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56530,56515,TINIAN,MP,14.96666667,145.6166667,14,58,N,145,37,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56540,56515,ROTA,MP,14.13333333,145.15,14,8,N,145,9,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56550,56545,APRA HARBOR,GU,13.45,144.6166667,13,27,N,144,37,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56570,56560,LELE HARBOR,FM,5.333333333,163.0333333,5,20,N,163,2,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56630,56560,COLONIA,FM,9.516666667,138.1333333,9,31,N,138,8,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56660,56650,MALAKAL HARBOR,PW,7.333333333,134.45,7,20,N,134,27,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56710,56700,LONGAN ISLAND,PG,-1.216666667,144.3,1,13,S,144,18,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56730,56700,LORENGAU,PG,-2.016666667,147.2666667,2,1,S,147,16,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56738,56700,WEWAK HARBOR,PG,-3.566666667,143.6333333,3,34,S,143,38,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
